text,year,month,day,hour,minute,second,week_name,week_num,num_of_day,num_of_week
"ラーメン二郎  仙台 店 只今の並びは17人！本日汁なし有ります！12:12       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/dfpIuxFSHH"">pic.twitter.com/dfpIuxFSHH",2017,6,8,12,12,23,Thu,4,159,23
"     ラーメン二郎  仙台 店  11:48 12人待ち  本日、汁なし有ります  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/wjIddY22rE"">pic.twitter.com/wjIddY22rE",2017,6,8,11,49,3,Thu,4,159,23
"ラーメン二郎  仙台 店 只今の並びは鬼首店主さん含め約30人！日曜日の 仙台 店は19時30分までの営業です。ご来店予定の方はお早めにお願いします。17:57       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Ph0rB1jBfg"">pic.twitter.com/Ph0rB1jBfg",2017,6,4,17,57,29,Sun,0,155,23
ラーメン二郎 仙台 店 曇 並び11人 13:06    ,2017,6,2,13,6,42,Fri,5,153,22
"ラーメン二郎  仙台 店 開店15分前 只今の並びは28人！11:15      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/55A6ONXp9o"">pic.twitter.com/55A6ONXp9o",2017,6,1,11,15,38,Thu,4,152,22
ラーメン二郎 仙台 店 晴 暑い 並び12人 14:14   ,2017,5,30,14,14,45,Tue,2,150,22
"    仙台 二郎 信号まで並んでます 大人数でくるやつ多すぎ  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/luAmhAa5sV"">pic.twitter.com/luAmhAa5sV",2017,5,28,12,11,54,Sun,0,148,22
"ラーメン二郎  仙台 店 開店30分前 只今の並びは33人！11:04       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/qSIXVohEoT"">pic.twitter.com/qSIXVohEoT",2017,5,28,11,4,58,Sun,0,148,22
"    仙台 17人待ち 10:13 (@ ラーメン二郎  仙台 店 -  <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""769432851443879936"" dir=""ltr"" href=""https://twitter.com/jiro_sendai1023"">@jiro_sendai1023  in  仙台 市 宮城県)  <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.swarmapp.com/c/bhrUCKGKLzW"" dir=""ltr"" href=""https://t.co/DH55mx1rDv"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.swarmapp.com/c/bhrUCKGKLzW""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">swarmapp.com/c/bhrUCKGKLzW</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span>",2017,5,28,10,14,9,Sun,0,148,22
ラーメン二郎 仙台 店 曇 並び22人 13:43    ,2017,5,26,13,43,32,Fri,5,146,21
"ラーメン二郎  仙台 店 只今の並びは4人！本日も「汁なし」やってます！12:06       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ARzyGkZKAV"">pic.twitter.com/ARzyGkZKAV",2017,5,25,12,6,44,Thu,4,145,21
"     ラーメン二郎  仙台 店  11:13 まさかのPPで30秒後にもう1人並び  今日は汁なしが有るか期待して来ました！  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/J7qMM4D7wt"">pic.twitter.com/J7qMM4D7wt",2017,5,25,11,16,52,Thu,4,145,21
ラーメン二郎 仙台 店 汁なし有ります！    ,2017,5,24,12,14,9,Wed,3,144,21
ラーメン二郎 仙台 店 雨 並び18人 12:04   ,2017,5,24,12,4,46,Wed,3,144,21
"ラーメン二郎  仙台 店 只今の並びは約35人！18:17      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/WnpN7oMR8x"">pic.twitter.com/WnpN7oMR8x",2017,5,21,18,17,52,Sun,0,141,21
"     ラーメン二郎  仙台 店  13:52 19人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/oWr5IHxqmP"">pic.twitter.com/oWr5IHxqmP",2017,5,21,13,52,27,Sun,0,141,21
    仙台 、人数は定かではありませんが、列が不動産屋の角まで到達,2017,5,21,11,12,46,Sun,0,141,21
    仙台  開店前10:27  11人待ち,2017,5,21,10,27,45,Sun,0,141,21
"     ラーメン二郎  仙台 店  20:10 信号機まで約40人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/oKLloQI4U8"">pic.twitter.com/oKLloQI4U8",2017,5,19,20,11,53,Fri,5,139,20
"    仙台  二郎 15人くらい 1806 大キムチ生姜ニンニク少しアブラ  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/4DIFlVjNbY"">pic.twitter.com/4DIFlVjNbY",2017,5,18,18,6,24,Thu,4,138,20
"    仙台  二郎 20人くらい 1736  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/vypScNZqZp"">pic.twitter.com/vypScNZqZp",2017,5,18,17,36,15,Thu,4,138,20
ラーメン二郎 仙台 店 晴天 並び10人 12:59    ,2017,5,18,12,59,20,Thu,4,138,20
"    仙台  二郎 4人くらい 1726 小ニンニク少しアブラ  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/6TAOnje3ks"">pic.twitter.com/6TAOnje3ks",2017,5,17,17,26,20,Wed,3,137,20
"    仙台  二郎 開店待ち 10人 1655  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/U7ThanManp"">pic.twitter.com/U7ThanManp",2017,5,17,16,55,21,Wed,3,137,20
"     ラーメン二郎 小岩店  13:55 16人待ち   仙台 店主に東京のオススメの二郎はと聞いたら一言「小岩」  その言葉、前にも聞きましたけど‼︎  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/X38lxlKm5J"">pic.twitter.com/X38lxlKm5J",2017,5,17,13,55,52,Wed,3,137,20
"ラーメン二郎  仙台 店 只今の並びは24人！12:04      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Vns2z9k0xw"">pic.twitter.com/Vns2z9k0xw",2017,5,17,12,4,27,Wed,3,137,20
"    ラーメン二郎  仙台 店  21:07  16人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/9sCmqyZFGV"">pic.twitter.com/9sCmqyZFGV",2017,5,16,21,7,23,Tue,2,136,20
    仙台   開店前10:51  8人待ち,2017,5,13,10,51,47,Sat,6,133,19
"ラーメン二郎  仙台 店 開店17分前 只今の並びは15人 11:13      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/DU0pT0u79s"">pic.twitter.com/DU0pT0u79s",2017,5,12,11,13,43,Fri,5,132,19
ラーメン二郎 仙台 店 曇 並び無し 13:23    ,2017,5,10,13,23,35,Wed,3,130,19
    仙台 店、開店5分前、14人,2017,5,10,11,24,29,Wed,3,130,19
    仙台 店 並び18:10\u300041人,2017,5,7,18,12,53,Sun,0,127,19
"ラーメン二郎  仙台 店 只今の並びは35人！日曜日の 仙台 店は19時30分までの営業です。ご来店予定の方はお早めにお願いします。17:51      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Ekqn8TKvwQ"">pic.twitter.com/Ekqn8TKvwQ",2017,5,7,17,51,26,Sun,0,127,19
   ラーメン二郎 仙台 店\u3000 日曜日通し営業17:15並び22人  仙台 店は食券先買いです,2017,5,7,17,16,10,Sun,0,127,19
    仙台 店、14:15時点で、28人マンションのところです。,2017,5,7,14,18,55,Sun,0,127,19
    仙台 二郎。1315接続。20人待ち。思ったより少ない,2017,5,7,13,32,38,Sun,0,127,19
    仙台  開店前 約50人待ち 1125,2017,5,6,11,27,14,Sat,6,126,18
"    仙台 店\u300019:58 並び21人  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/uI2qWxGP4z"">pic.twitter.com/uI2qWxGP4z",2017,5,5,19,59,23,Fri,5,125,18
    仙台 二郎 17:48 44人待ち(号泣,2017,5,4,17,48,24,Thu,4,124,18
    仙台 二郎 50人ちょい待ち(吐血,2017,5,4,13,56,38,Thu,4,124,18
    仙台 店  只今の待ちは５０人オーバーしております,2017,5,4,12,22,49,Thu,4,124,18
    仙台 店 ざっくりと数えて只今の待ちは ５０人以上はいると思います…,2017,5,3,12,8,5,Wed,3,123,18
仙台 店 外14人 14:23   ,2017,5,2,14,23,41,Tue,2,122,18
ラーメン二郎 仙台 店 晴 並び43人 13:07    ,2017,5,2,13,7,21,Tue,2,122,18
"ラーメン二郎  仙台 店 只今の並びは約15人！並び少ないです！17:34      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/kZBkh80rIh"">pic.twitter.com/kZBkh80rIh",2017,4,30,17,35,35,Sun,0,120,18
"    仙台  開店待ち8人 1030 まだ1時間あるというのに <img alt=""😟"" aria-label=""Emoji: 不安な顔"" class=""Emoji Emoji--forText"" draggable=""false"" src=""./  仙台 - Twitter検索_files/1f61f.png"" title=""不安な顔""/>",2017,4,30,10,37,3,Sun,0,120,18
    仙台   開店前10:00   4人待ち,2017,4,30,10,0,15,Sun,0,120,18
"ラーメン二郎  仙台 店 只今の並びは52人です。>_<  仙台 店の昼営業は14時30分までです。  夜の部は17時〜21時までの営業です。 14:16        <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/H7UsYBNBOo"">pic.twitter.com/H7UsYBNBOo",2017,4,29,14,16,35,Sat,6,119,17
"     ゴールデンウィーク初日のラーメン二郎  仙台 店  13:13 交差点まで約40人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/CQMfnPzOCI"">pic.twitter.com/CQMfnPzOCI",2017,4,29,13,14,15,Sat,6,119,17
"    仙台  外35〜40人  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/yi8aoAIWfT"">pic.twitter.com/yi8aoAIWfT",2017,4,27,19,51,53,Thu,4,117,17
   17:10  仙台  待ちなし、店内も空席あり,2017,4,27,17,11,18,Thu,4,117,17
"ラーメン二郎  仙台 店 只今の並びは約50人！18:54       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/TGmIHIc9v0"">pic.twitter.com/TGmIHIc9v0",2017,4,26,18,54,52,Wed,3,116,17
ラーメン二郎 仙台 店 晴?曇? 並び 13人 13:22    ,2017,4,26,13,23,4,Wed,3,116,17
"    ラーメン二郎  仙台 店  11:18  開店待ち17人  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/XXteZMe2wE"">pic.twitter.com/XXteZMe2wE",2017,4,26,11,18,7,Wed,3,116,17
    仙台 待ち30,2017,4,25,19,35,23,Tue,2,115,17
   15:55  仙台 店 約35人待ち,2017,4,23,15,55,53,Sun,0,113,17
    仙台 店11時半 約50人並んでます,2017,4,23,11,32,21,Sun,0,113,17
昼の部も70人くらい並んでました！  仙台 店は本当に人気店ですね♪あれだけ美味しい二郎があるのは羨ましいです><,2017,4,22,19,52,52,Sat,6,112,16
"ラーメン二郎  仙台 店 只今の並びは約50人！19:41      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/PV3QzPr0Et"">pic.twitter.com/PV3QzPr0Et",2017,4,22,19,41,16,Sat,6,112,16
    仙台 店、列最後尾信号あたり 30分前に通りかかったときと混み具合は変化なし,2017,4,22,19,37,22,Sat,6,112,16
    仙台 店 開店前 16:55 30人待ち,2017,4,22,16,58,13,Sat,6,112,16
    仙台 店16人位です〜18時,2017,4,21,18,1,29,Fri,5,111,16
    仙台  18:04  11人待ち,2017,4,20,18,5,2,Thu,4,110,16
"ラーメン二郎  仙台 店 只今の並びは4人！メッチャ少ない並びです！13:41       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Xjjh89nQIH"">pic.twitter.com/Xjjh89nQIH",2017,4,20,13,41,23,Thu,4,110,16
ラーメン二郎 仙台 店 曇 並び14人 13:27    ,2017,4,20,13,28,2,Thu,4,110,16
   二郎 仙台 店並び5人。13:05,2017,4,19,13,5,35,Wed,3,109,16
"ラーメン二郎  仙台 店 只今の並びは12人！17:25       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/tpbJVOJCp7"">pic.twitter.com/tpbJVOJCp7",2017,4,14,17,25,22,Fri,5,104,15
    仙台 店、19:25現在で13人です。,2017,4,13,19,26,9,Thu,4,103,15
"    仙台 店 12:20 並び 9人 お近くの皆様 今チャンスです <img alt=""❗"" aria-label=""Emoji: 赤いビックリマーク"" class=""Emoji Emoji--forText"" draggable=""false"" src=""./  仙台 - Twitter検索_files/2757.png"" title=""赤いビックリマーク""/>",2017,4,13,12,20,4,Thu,4,103,15
ラーメン二郎 仙台 店 曇 並び 11人 13:22    ,2017,4,12,13,22,12,Wed,3,102,15
"ラーメン二郎  仙台 店 只今の並びは約40人！日曜日の 仙台 店は19時30分までの営業です。ご来店予定の方はお早めにお願いします。18:44      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/3SZP8eSD4C"">pic.twitter.com/3SZP8eSD4C",2017,4,9,18,44,53,Sun,0,99,15
"   ラーメン二郎 仙台 店 公式閉店時刻 不動産屋まで 約30人か  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/WGVwyK6kUw"">pic.twitter.com/WGVwyK6kUw",2017,4,8,21,2,31,Sat,6,98,14
ラーメン二郎 仙台 店 曇 並びは6人 11:57    ,2017,4,7,11,57,25,Fri,5,97,14
"ラーメン二郎  仙台 店 只今の並びは16人！空いてます！13:07      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/F6L3NkWeYV"">pic.twitter.com/F6L3NkWeYV",2017,4,6,13,7,23,Thu,4,96,14
ラーメン二郎 仙台 店 晴 並び10人 13:42    ,2017,4,5,13,42,8,Wed,3,95,14
"ラーメン二郎  仙台 店 開店1分前 只今の並びは25人！並びは少ないです！ 11:29      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/JznM6Whrfc"">pic.twitter.com/JznM6Whrfc",2017,4,5,11,29,47,Wed,3,95,14
ラーメン二郎 仙台 店 曇 並び15人 13:42    ,2017,3,31,13,42,49,Fri,5,90,13
"ラーメン二郎  仙台 店 只今の並びは約25人！12:22       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ZDlmnfYMqv"">pic.twitter.com/ZDlmnfYMqv",2017,3,30,12,22,20,Thu,4,89,13
    仙台 店、19:59時点で39人です。,2017,3,29,20,0,21,Wed,3,88,13
"     ラーメン二郎  仙台 店  19:34 約32人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/etmUra3Fmi"">pic.twitter.com/etmUra3Fmi",2017,3,29,19,35,2,Wed,3,88,13
"     ラーメン二郎  仙台 店  19:03 約30人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/7dDADX364g"">pic.twitter.com/7dDADX364g",2017,3,28,19,3,20,Tue,2,87,13
"ラーメン二郎  仙台 店 只今の並びは約45人！12:57       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/Ane0ig9mww"">pic.twitter.com/Ane0ig9mww",2017,3,28,12,58,17,Tue,2,87,13
ラーメン二郎 仙台 店 晴れ 並び53人 11:41    ,2017,3,28,11,41,38,Tue,2,87,13
"ラーメン二郎  仙台 店 只今の並びは約35人！18:26      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/KER4VzANWk"">pic.twitter.com/KER4VzANWk",2017,3,26,18,26,17,Sun,0,85,13
"     ラーメン二郎  仙台 店 13:13 交差点まで約50人待ち  大盛況の 仙台 店、横やん助手の最終日に皆さん激励に来た様です。  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/nR2VXrnVPl"">pic.twitter.com/nR2VXrnVPl",2017,3,26,13,13,22,Sun,0,85,13
    仙台 1200 50人以上,2017,3,26,12,2,15,Sun,0,85,13
    仙台 店、20:05で26人、マンションの駐車場のところです。,2017,3,24,20,6,15,Fri,5,83,12
"     ラーメン二郎  仙台 店  19:04 約30人待ち  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ioIr7iYLtp"">pic.twitter.com/ioIr7iYLtp",2017,3,23,19,4,48,Thu,4,82,12
"ラーメン二郎  仙台 店 開店30分前  只今の並びはイケメン軍団含め12人！11:04       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ERCKPX1vWB"">pic.twitter.com/ERCKPX1vWB",2017,3,23,11,4,50,Thu,4,82,12
ラーメン二郎 仙台  晴れ時々曇り 並び8人 13:29    ,2017,3,22,13,29,20,Wed,3,81,12
"    ラーメン二郎  仙台 店 19:10 外待ち9人  <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/lIQiFhnhxB"">pic.twitter.com/lIQiFhnhxB",2017,3,21,19,11,27,Tue,2,80,12
ラーメン二郎 仙台 店 晴れ 店主不在にもかかわらず75人の並び 11:38    ,2017,3,19,11,38,23,Sun,0,78,12
"    ３月１９日日曜日１０時３９分  仙台 店 開店待ち １０人。   <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""https://twitter.com/hashtag/%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E4%BA%8C%E9%83%8E?src=hash"">#ラーメン二郎   通過しながら確認。",2017,3,19,10,41,47,Sun,0,78,12
12:12  仙台 二郎外30、列最後尾不動産屋の前。,2017,3,18,12,17,17,Sat,6,77,11
ラーメン二郎 仙台 店 晴れ 並び22人 13:50    ,2017,3,17,13,50,17,Fri,5,76,11
   19:37  仙台  20人弱待ち(バスから観測),2017,3,16,19,37,19,Thu,4,75,11
   12:49  仙台 (脇通っただけ) 並び40人弱、列中の喫煙・路上駐輪・列ガチャガチャあり,2017,3,16,12,50,35,Thu,4,75,11
   11:41  仙台  開店直後外待ち約30人？不動産屋の手前の信号まで 何故か天気雨が…(´･ω･｀),2017,3,16,11,42,30,Thu,4,75,11
"ラーメン二郎  仙台 店 開店前 只今の並びは30人！11:28       <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/lLaSHh7nzA"">pic.twitter.com/lLaSHh7nzA",2017,3,15,11,28,16,Wed,3,74,11
"ラーメン二郎  仙台 店 只今の並びは30人！いつもの日曜日よりもメッチャ混んでいます。>_<  15:42      <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/7HIgkQLPYN"">pic.twitter.com/7HIgkQLPYN",2017,3,12,15,42,34,Sun,0,71,11
    仙台 店、20時で不動産屋さんの真ん中くらいのところでした。断念したので詳しい人数分かりません。,2017,3,10,20,25,32,Fri,5,69,10
   今回の 仙台 店の件,2017,3,10,19,37,54,Fri,5,69,10
